"Pair";"Session";"Fribble_nr";"Name_a";"Name_b";"labels";"snautdist"
"099100";"post";"14";"bol bovenaan";"balletje op pot";"bol bovenaan : balletje op pot";0,332966
"099100";"post";"15";"tutu";"ballerina";"tutu : ballerina";0,411833
"099100";"post";"16";"uitsteeksels legoblokjes slurf";"vier uitsteeksels";"uitsteeksels legoblokjes slurf : vier uitsteeksels";0,186869
"101102";"pre";"1";"satelliet met antenne";"kleine robot";"satelliet met antenne : kleine robot";0,508327
"101102";"pre";"2";"piramide bovenop";"tovenaars hoedje";"piramide bovenop : tovenaars hoedje";0,501675
"101102";"pre";"3";"gedraaid uitsteeksel onderkant";"wijnglas";"gedraaid uitsteeksel onderkant : wijnglas";0,640224
"101102";"pre";"4";"is teken en minteken";"heuveltje bovenop";"is teken en minteken : heuveltje bovenop";0,528286
"101102";"pre";"5";"vinnen beiderzijds";"weinig uitstulpingen";"vinnen beiderzijds : weinig uitstulpingen";0,264027
"101102";"pre";"6";"balletje op stokje";"neuspiercing";"balletje op stokje : neuspiercing";0,420133
"101102";"pre";"7";"tafel met bakje";"uitklaptafeltje";"tafel met bakje : uitklaptafeltje";0,192979
"101102";"pre";"8";"satelliet vormig uitsteeksel bovenop";"gespiest vierkant";"satelliet vormig uitsteeksel bovenop : gespiest vierkant";0,314239
"101102";"pre";"9";"mok lepel koekje";"verborgen cirkel";"mok lepel koekje : verborgen cirkel";0,519324
"101102";"pre";"10";"gieter met dakje";"armpjes met bolletjes";"gieter met dakje : armpjes met bolletjes";0,265794
"101102";"pre";"11";"kegel rechthoek bovenin";"pluim op hoofd";"kegel rechthoek bovenin : pluim op hoofd";0,44133
"101102";"pre";"12";"kegel uit pacman uitsteeksel";"bleekselderij";"kegel uit pacman uitsteeksel : bleekselderij";0,540287
"101102";"pre";"13";"kralensnoer op plateau";"meisje met staartjes";"kralensnoer op plateau : meisje met staartjes";0,553563
"101102";"pre";"14";"armen en hoofd";"man naast paal";"armen en hoofd : man naast paal";0,305823
"101102";"pre";"15";"glijbaan op plateau";"mannetje dat zwaait";"glijbaan op plateau : mannetje dat zwaait";0,571617
"101102";"pre";"16";"uitgerekte kubus rechts";"loodrechte dildos";"uitgerekte kubus rechts : loodrechte dildos";0,371335
"101102";"post";"1";"robot met antenne";"robot";"robot met antenne : robot";0,226463
"101102";"post";"2";"tovenaar vierkante neus";"misvormde tovenaar";"tovenaar vierkante neus : misvormde tovenaar";0,216134
"101102";"post";"3";"wijnglas gedraaide poot";"wijnglas";"wijnglas gedraaide poot : wijnglas";0,198133
"101102";"post";"4";"is teken en minteken";"min is teken";"is teken en minteken : min is teken";0,197735
"101102";"post";"5";"haaienvin met balk";"balk bovenop";"haaienvin met balk : balk bovenop";0,164048
"101102";"post";"6";"poppetje met neuspiercing";"neuspiercing";"poppetje met neuspiercing : neuspiercing";0,14575
"101102";"post";"7";"tafeltje met bakje";"tafel met kom";"tafeltje met bakje : tafel met kom";0,216725
"101102";"post";"8";"satelliet en staart";"satteliet bovenop";"satelliet en staart : satteliet bovenop";0,338131
"101102";"post";"9";"kopje lepeltje rondje";"verstopte cirkel";"kopje lepeltje rondje : verstopte cirkel";0,407918
"101102";"post";"10";"gieter met handvat";"gieter";"gieter met handvat : gieter";0,157488
"101102";"post";"11";"strip en zandloper uitsteeksel";"uitgerekte driehoek";"strip en zandloper uitsteeksel : uitgerekte driehoek";0,301669
"101102";"post";"12";"plateau en selderij";"bleekselderij links";"plateau en selderij : bleekselderij links";0,212831
"101102";"post";"13";"meisje met vlechten";"meisje met vlechten";"meisje met vlechten : meisje met vlechten";-1,19209e-07
"101102";"post";"14";"mannetje met paal";"dikke man";"mannetje met paal : dikke man";0,276038
"101102";"post";"15";"zwaaiend met rokje";"zwaaiende ballerina";"zwaaiend met rokje : zwaaiende ballerina";0,221089
"101102";"post";"16";"twee verschillende lepels";"twee lepels";"twee verschillende lepels : twee lepels";0,0523175
"103104";"pre";"1";"verrekijker met walkie-talkie antenne";"vastgeplakt vierkant zijkant";"verrekijker met walkie-talkie antenne : vastgeplakt vierkant zijkant";0,462652
"103104";"pre";"2";"verjaardags hoedje op wieltjes";"driehoek bovenop";"verjaardags hoedje op wieltjes : driehoek bovenop";0,415912
"103104";"pre";"3";"sierlijk gedraaide voet";"staand gedraaide staaf";"sierlijk gedraaide voet : staand gedraaide staaf";0,211401
"103104";"pre";"4";"split in oorlel";"rechterkant twee rechthoekjes";"split in oorlel : rechterkant twee rechthoekjes";0,383418
"103104";"pre";"5";"pinguin met hanenkam";"compact drie uitsteeksels";"pinguin met hanenkam : compact drie uitsteeksels";0,421739
"103104";"pre";"6";"assymetrische dikke neus piercing";"doorboorde bolle neus";"assymetrische dikke neus piercing : doorboorde bolle neus";0,153887
"103104";"pre";"7";"platte bril";"plankje met beugels";"platte bril : plankje met beugels";0,24795
"103104";"pre";"8";"benige";"doorboorde ruit bovenop";"benige : doorboorde ruit bovenop";0,460672
"103104";"pre";"9";"pinokkio op richel";"ronde plaat achterkant";"pinokkio op richel : ronde plaat achterkant";0,347738
"103104";"pre";"10";"gespiest schuin afdakje";"staaf ronde uiteinden";"gespiest schuin afdakje : staaf ronde uiteinden";0,352827
"103104";"pre";"11";"dikke bolle neus";"ronde bolle neus";"dikke bolle neus : ronde bolle neus";0,0948306
"103104";"pre";"12";"ober met neus toeter";"linkerkant puntige spijker";"ober met neus toeter : linkerkant puntige spijker";0,337282
"103104";"pre";"13";"symmetrisch met onderplaat";"staat op viekant";"symmetrisch met onderplaat : staat op viekant";0,471736
"103104";"pre";"14";"gekruisigd aan paal";"rechthoekige staaf zijkant";"gekruisigd aan paal : rechthoekige staaf zijkant";0,438184
"103104";"pre";"15";"zwemmen met gebalde vuist";"omsluitende viekante band";"zwemmen met gebalde vuist : omsluitende viekante band";0,394919
"103104";"pre";"16";"whatever pinokkio punt haar";"twee omgedraaide kegels";"whatever pinokkio punt haar : twee omgedraaide kegels";0,471131
"103104";"post";"1";"verrekijker";"verrekijker met vierkant";"verrekijker : verrekijker met vierkant";0,199361
"103104";"post";"2";"piramide twee wieltjes";"driehoek op bovenkant";"piramide twee wieltjes : driehoek op bovenkant";0,271585
"103104";"post";"3";"gedraaide voet";"gedraaide voet";"gedraaide voet : gedraaide voet";5,96046e-08
"103104";"post";"4";"afgeplat trapezium bovenop";"afgestompte driehoek";"afgeplat trapezium bovenop : afgestompte driehoek";0,302208
"103104";"post";"5";"pinguin";"pinguin";"pinguin : pinguin";-1,19209e-07
"103104";"post";"6";"neuspiercing";"neuspiercing";"neuspiercing : neuspiercing";1,78814e-07
"103104";"post";"7";"bril plankje";"plankje en bril";"bril plankje : plankje en bril";0,0337332
"103104";"post";"8";"gespiest ruit op voet";"gespiest ruit";"gespiest ruit op voet : gespiest ruit";0,0949869
"103104";"post";"9";"schijf achter op richel";"richel";"schijf achter op richel : richel";0,207234
"103104";"post";"10";"bolletjes spies plat dak";"ronde bollen spies";"bolletjes spies plat dak : ronde bollen spies";0,184687
"103104";"post";"11";"twee stokjes complex";"ronde neus sprieten";"twee stokjes complex : ronde neus sprieten";0,369408
"103104";"post";"12";"ober met spijker";"ober met spijker";"ober met spijker : ober met spijker";0
"103104";"post";"13";"twee sprietjes op vierkant";"staand op vierkant";"twee sprietjes op vierkant : staand op vierkant";0,21241
"103104";"post";"14";"knuffelende gekruisigde jezus";"jezus";"knuffelende gekruisigde jezus : jezus";0,0797541
"103104";"post";"15";"vierkant rokje";"vierkant rokje";"vierkant rokje : vierkant rokje";0
"103104";"post";"16";"twee kegels verrekijker";"twee kegels";"twee kegels verrekijker : twee kegels";0,111649
"105106";"pre";"1";"twee armen controller";"vierkant paddenstoel twee";"twee armen controller : vierkant paddenstoel twee";0,393719
"105106";"pre";"2";"driehoek hoofd";"driehoek kegel trapezium";"driehoek hoofd : driehoek kegel trapezium";0,240758
"105106";"pre";"3";"standbeeld op pilaar";"kubus draai driehoek";"standbeeld op pilaar : kubus draai driehoek";0,395482
"105106";"pre";"4";"trapeze twee balkjes";"is pijl trapezium";"trapeze twee balkjes : is pijl trapezium";0,380944
"105106";"pre";"5";"notitie maken rechts";"compact balk staafje";"notitie maken rechts : compact balk staafje";0,421574
"105106";"pre";"6";"wc ontstopper met rondje";"bol balk erdoorheen";"wc ontstopper met rondje : bol balk erdoorheen";0,377479
"105106";"pre";"7";"dienblad eetbak";"plank tuitje uitsteeksels";"dienblad eetbak : plank tuitje uitsteeksels";0,328739
"105106";"pre";"8";"zeepaard staart oren";"complex vierkanten staven";"zeepaard staart oren : complex vierkanten staven";0,515863
"105106";"pre";"9";"pollepel staaf rond";"cirkel onderkant lepel";"pollepel staaf rond : cirkel onderkant lepel";0,175687
"105106";"pre";"10";"balk door midden";"v";"balk door midden : v";0,763388
"105106";"pre";"11";"kom lepel bolletje";"ei lepel driehoek";"kom lepel bolletje : ei lepel driehoek";0,136922
"105106";"pre";"12";"schroef balk dienblad";"spijker cirkel b";"schroef balk dienblad : spijker cirkel b";0,289373
"105106";"pre";"13";"vlechten spiegel platteau";"cirkel dna ondergrond";"vlechten spiegel platteau : cirkel dna ondergrond";0,461892
"105106";"pre";"14";"zijkant lange balk";"balk bol stang";"zijkant lange balk : balk bol stang";0,11374
"105106";"pre";"15";"vierkant rondom slurf";"plateau buis hoek";"vierkant rondom slurf : plateau buis hoek";0,272444
"105106";"pre";"16";"staart armen antenne";"kegels kubussen";"staart armen antenne : kegels kubussen";0,522948
"105106";"post";"1";"paddestoel vierkant kubus";"paddenstoel vierkant kubussen";"paddestoel vierkant kubus : paddenstoel vierkant kubussen";0,06993
"105106";"post";"2";"driehoek trapeze cirkel";"driehoek trapezium";"driehoek trapeze cirkel : driehoek trapezium";0,19416
"105106";"post";"3";"wijnglas taartpunt vierkant";"wijnglas draai kubus";"wijnglas taartpunt vierkant : wijnglas draai kubus";0,11657
"105106";"post";"4";"is teken trapeze";"is trapezium pijl";"is teken trapeze : is trapezium pijl";0,295029
"105106";"post";"5";"goudstaaf kap";"compact goudstaaf kap";"goudstaaf kap : compact goudstaaf kap";0,0879959
"105106";"post";"6";"wc-ontstopper cirkel staaf";"ei staaf cirkel";"wc-ontstopper cirkel staaf : ei staaf cirkel";0,044944
"105106";"post";"7";"dienblad bakje";"dienblad pootjes trapezium";"dienblad bakje : dienblad pootjes trapezium";0,177617
"105106";"post";"8";"zeepaardje ruit kubus";"zeepaardje ruit staven";"zeepaardje ruit kubus : zeepaardje ruit staven";0,109337
"105106";"post";"9";"plateau cirkel achter";"onderstel cirkel lepel";"plateau cirkel achter : onderstel cirkel lepel";0,243415
"105106";"post";"10";"kanon staafjes ei";"kanon eieren staaf";"kanon staafjes ei : kanon eieren staaf";0,114092
"105106";"post";"11";"cirkel lepel staafjes";"ei lepel rechthoek";"cirkel lepel staafjes : ei lepel rechthoek";0,0965952
"105106";"post";"12";"spijker cirkel";"spijker b cirkel";"spijker cirkel : spijker b cirkel";0,103792
"105106";"post";"13";"dna cirkel vierkant";"dna cirkel onderstuk";"dna cirkel vierkant : dna cirkel onderstuk";0,0858071
"105106";"post";"14";"ei staaf balk";"ei balk staaf";"ei staaf balk : ei balk staaf";5,96046e-08
"105106";"post";"15";"zeven slurf vierkant";"plateau slurf zeven";"zeven slurf vierkant : plateau slurf zeven";0,118244
"105106";"post";"16";"kubus staafjes slurf";"kubussen lepels staaf";"kubus staafjes slurf : kubussen lepels staaf";0,250605
"107108";"pre";"1";"vierkant plateau rechts";"verrekijker op hoofd";"vierkant plateau rechts : verrekijker op hoofd";0,401725
"107108";"pre";"2";"piramide bovenop";"bak met feesthoedje";"piramide bovenop : bak met feesthoedje";0,415322
"107108";"pre";"3";"gedraaide balk onderaan";"zwaaiend en dansend";"gedraaide balk onderaan : zwaaiend en dansend";0,456978
"107108";"pre";"4";"twee balkjes rechts";"koffiezetapparaat";"twee balkjes rechts : koffiezetapparaat";0,73402
"107108";"pre";"5";"vierkant balkje bovenop";"strak gezicht";"vierkant balkje bovenop : strak gezicht";0,36926
"107108";"pre";"6";"voorkant rondje balk";"honden botje in bek";"voorkant rondje balk : honden botje in bek";0,446306
"107108";"pre";"7";"rechts balk driehoek";"keuken plankje met bakken houder";"rechts balk driehoek : keuken plankje met bakken houder";0,496367
"107108";"pre";"8";"bovenaan vierkant staaf";"twee staart danseres";"bovenaan vierkant staaf : twee staart danseres";0,390219
"107108";"pre";"9";"achterkant cirkelvormig plateau";"pinokkio met haarplukje";"achterkant cirkelvormig plateau : pinokkio met haarplukje";0,564181
"107108";"pre";"10";"uitstekende balken rondje";"honkbal uitrusting";"uitstekende balken rondje : honkbal uitrusting";0,52791
"107108";"pre";"11";"voorkant rechts rondje";"bowl pion op hoofd";"voorkant rechts rondje : bowl pion op hoofd";0,349298
"107108";"pre";"12";"links grote spijker";"dienblad vasthouden";"links grote spijker : dienblad vasthouden";0,416866
"107108";"pre";"13";"vierkante onderzetter";"chips bak met slingers";"vierkante onderzetter : chips bak met slingers";0,349116
"107108";"pre";"14";"vooraan lange balk";"bol.com mannetje";"vooraan lange balk : bol.com mannetje";0,683896
"107108";"pre";"15";"vierkant midden omheen";"fabriek met buizen";"vierkant midden omheen : fabriek met buizen";0,476312
"107108";"pre";"16";"twee ovalen staven";"achteraanzicht kop miereneter";"twee ovalen staven : achteraanzicht kop miereneter";0,461998
"107108";"post";"1";"robot verrekijker";"robot verrekijker";"robot verrekijker : robot verrekijker";1,19209e-07
"107108";"post";"2";"driehoek muts";"punthoedje";"driehoek muts : punthoedje";0,238954
"107108";"post";"3";"juichen omgekeerde hond";"juichende omgekeerde hond";"juichen omgekeerde hond : juichende omgekeerde hond";0,0817756
"107108";"post";"4";"twitter vogeltje";"twitter icoontje";"twitter vogeltje : twitter icoontje";0,184611
"107108";"post";"5";"gezicht twee oren";"gezicht met oren";"gezicht twee oren : gezicht met oren";0,0582211
"107108";"post";"6";"neuspiercing";"neuspiercing";"neuspiercing : neuspiercing";1,78814e-07
"107108";"post";"7";"pan doorheen gezakt";"plank met pan";"pan doorheen gezakt : plank met pan";0,215902
"107108";"post";"8";"dansende poppetje";"dansende poppetje";"dansende poppetje : dansende poppetje";0
"107108";"post";"9";"cocktail pinokkio";"pinokkio cocktail";"cocktail pinokkio : pinokkio cocktail";-1,19209e-07
"107108";"post";"10";"honkballer";"honkbal uitrusting";"honkballer : honkbal uitrusting";0,529407
"107108";"post";"11";"bowlen pion";"bowling pion";"bowlen pion : bowling pion";0,14083
"107108";"post";"12";"spijker";"spijker";"spijker : spijker";-1,19209e-07
"107108";"post";"13";"plateau feestslingers";"tafel met slingers";"plateau feestslingers : tafel met slingers";0,342706
"107108";"post";"14";"bol.com man";"bol.com poppetje";"bol.com man : bol.com poppetje";0,154463
"107108";"post";"15";"meisjesrok fabriek";"fabriek meisje";"meisjesrok fabriek : fabriek meisje";0,33872
"107108";"post";"16";"miereneter";"miereneter";"miereneter : miereneter";-1,19209e-07
"109110";"pre";"1";"spijker op mok";"vierkante ogen";"spijker op mok : vierkante ogen";0,429397
"109110";"pre";"2";"piramide bovenop";"punthoofd";"piramide bovenop : punthoofd";0,644185
"109110";"pre";"3";"gedraaide pilaar";"hoge toren";"gedraaide pilaar : hoge toren";0,363171
"109110";"pre";"4";"flappy bird";"gelijk aan teken";"flappy bird : gelijk aan teken";0,764051
"109110";"pre";"5";"dun cilindertje ernaast";"raket vierkante top";"dun cilindertje ernaast : raket vierkante top";0,371724
"109110";"pre";"6";"spijker door bol";"eivormige neus piercing";"spijker door bol : eivormige neus piercing";0,334261
"109110";"pre";"7";"twee potig platform";"tafel twee poten";"twee potig platform : tafel twee poten";0,261995
"109110";"pre";"8";"negentig graden opzetstuk";"vierkante spijker oren";"negentig graden opzetstuk : vierkante spijker oren";0,416796
"109110";"pre";"9";"doorboord glas ijsthee";"chocomelk met wafel";"doorboord glas ijsthee : chocomelk met wafel";0,250258
"109110";"pre";"10";"ronde horizontale paal";"zijwaartse peper zout";"ronde horizontale paal : zijwaartse peper zout";0,470705
"109110";"pre";"11";"bol en uisteeksels";"ei neus kegel antenne";"bol en uisteeksels : ei neus kegel antenne";0,194982
"109110";"pre";"12";"dolk in balk";"spijker in arm";"dolk in balk : spijker in arm";0,223207
"109110";"pre";"13";"wokkel oren";"beker op tafel";"wokkel oren : beker op tafel";0,427552
"109110";"pre";"14";"rechte verticale paal";"eihoofd dunne armen";"rechte verticale paal : eihoofd dunne armen";0,30457
"109110";"pre";"15";"henry stofzuiger";"vierkante dwarslaesie";"henry stofzuiger : vierkante dwarslaesie";0,631712
